"","Transect","Elev","Plot","DOY","Field_week","Soilmo_av","Species","Veg","Buds","Flowers","Fruit","Disp","Plants_obs","Leaves_obs","X0","X1","X5","X10","X25","X50","X75","X100","Year","percleavesdamaged","apparentleafdamage","PlantID","Plot.ID","Topography","gdd_2016","gdd_2017","gdd_2018","Cover","sdddoy_2016","sdddoy_2017","sdddoy_2018","gdd","SDDDOY"
"7733","GB",1809,"4",205,NA,0.012666667,"LUPARC",NA,4,4,0,0,NA,NA,12,0,3,0,3,1,0,0,"2018",0.368421052631579,0.0521052631578947,"L1","GB-1809-4","Slope",340,361,314,64.74,182,176,176,314,176
"7734","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,12,2,0,0,1,0,0,0,"2018",0.2,0.0123333333333333,"B27","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7735","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,10,0,1,1,0,0,0,0,"2018",0.166666666666667,0.00875,"B1","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7736","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,13,0,3,0,0,0,0,0,"2018",0.1875,0.005625,"R39","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7737","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,7,0,1,0,0,0,0,0,"2018",0.125,0.00375,"Y2","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7738","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,5,0,0,0,0,0,0,0,"2018",0,0,"B96","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7739","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"W92","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7740","GB",1740,"7",205,NA,0.052,"LUPARC",NA,4,4,0,0,NA,NA,13,15,5,0,1,0,0,0,"2018",0.617647058823529,0.0117647058823529,"R1","GB-1740-7","Cove",352,366,328,47.58,183,176,169,328,169
"7754","GB",1740,"3",205,NA,0.117333333,"LUPARC",NA,3,4,0,0,NA,NA,9,0,7,0,0,0,0,0,"2018",0.4375,0.013125,"Y12","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"7755","GB",1740,"3",205,NA,0.117333333,"LUPARC",NA,3,4,0,0,NA,NA,11,0,5,2,0,0,0,0,"2018",0.388888888888889,0.0166666666666667,"R5","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"7756","GB",1740,"3",205,NA,0.117333333,"LUPARC",NA,3,4,0,0,NA,NA,2,0,4,10,0,2,0,0,"2018",0.888888888888889,0.09,"W97","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"7757","GB",1740,"3",205,NA,0.117333333,"LUPARC",NA,3,4,0,0,NA,NA,9,0,2,1,0,0,0,0,"2018",0.25,0.01125,"R27","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"7758","GB",1740,"3",205,NA,0.117333333,"LUPARC",NA,3,4,0,0,NA,NA,7,0,4,0,0,0,0,0,"2018",0.363636363636364,0.0109090909090909,"L1","GB-1740-3","Ridge ",352,366,328,86.58,184,180,174,328,174
"7759","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,15,0,2,1,0,0,0,0,"2018",0.166666666666667,0.0075,"B75","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7760","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,8,0,1,0,0,0,0,0,"2018",0.111111111111111,0.00333333333333333,"B2","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7761","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,10,0,1,1,0,1,0,0,"2018",0.230769230769231,0.0369230769230769,"Y59","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7762","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"R58","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7763","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,15,2,1,0,0,0,0,0,"2018",0.166666666666667,0.00222222222222222,"B91","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7764","GB",1740,"5",205,NA,0.240666667,"LUPARC",NA,8,0,0,0,NA,NA,12,0,3,0,0,0,0,0,"2018",0.2,0.006,"B56","GB-1740-5","Slope",352,366,328,71.76,188,188,188,328,188
"7768","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,18,0,2,1,0,0,0,0,"2018",0.142857142857143,0.00642857142857143,"R31","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7769","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,9,2,1,2,0,0,0,0,"2018",0.357142857142857,0.0135714285714286,"B93","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7770","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,6,0,2,1,1,0,0,0,"2018",0.4,0.031,"W2","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7771","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,3,0,2,1,0,0,0,0,"2018",0.5,0.0225,"Y8","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7772","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,13,1,3,0,0,0,0,0,"2018",0.235294117647059,0.00558823529411765,"W41","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7773","GB",1740,"4",205,NA,0.027666667,"LUPARC",NA,0,6,NA,0,NA,NA,15,1,1,0,0,0,0,0,"2018",0.117647058823529,0.00205882352941176,"R57","GB-1740-4","Slope",352,366,328,67.6,187,184,176,328,176
"7782","GB",1740,"8",205,NA,0.140666667,"LUPARC",NA,3,0,0,0,NA,NA,6,0,1,0,0,0,0,0,"2018",0.142857142857143,0.00428571428571429,"B2","GB-1740-8","Cove",352,366,328,85.54,189,187,181,328,181
"7783","GB",1740,"8",205,NA,0.140666667,"LUPARC",NA,3,0,0,0,NA,NA,13,0,0,2,0,0,0,0,"2018",0.133333333333333,0.01,"B11","GB-1740-8","Cove",352,366,328,85.54,189,187,181,328,181
"7792","GB",1809,"6",205,NA,0.047666667,"LUPARC",NA,1,3,0,0,NA,NA,12,0,3,0,0,0,0,0,"2018",0.2,0.006,"Y19","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"7793","GB",1809,"6",205,NA,0.047666667,"LUPARC",NA,1,3,0,0,NA,NA,6,0,2,2,0,0,0,0,"2018",0.4,0.021,"L1","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"7794","GB",1809,"6",205,NA,0.047666667,"LUPARC",NA,1,3,0,0,NA,NA,12,0,0,2,0,0,0,0,"2018",0.142857142857143,0.0107142857142857,"L2","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"7795","GB",1809,"6",205,NA,0.047666667,"LUPARC",NA,1,3,0,0,NA,NA,13,0,0,0,0,0,0,0,"2018",0,0,"Y89","GB-1809-6","Slope",340,361,314,22.62,181,175,162,314,162
"7820","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,13,0,1,1,0,1,3,0,"2018",0.315789473684211,0.123947368421053,"L3","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7821","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"L5","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7822","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,12,0,4,0,0,0,0,0,"2018",0.25,0.0075,"L7","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7823","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,12,0,0,0,0,0,0,0,"2018",0,0,"L1","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7824","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,"2018",0,0,"L2","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7825","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,10,0,3,1,0,0,0,0,"2018",0.285714285714286,0.0117857142857143,"L6","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7826","GB",1809,"9",205,NA,0.030666667,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,1,0,0,0,0,0,"2018",0.111111111111111,0.00333333333333333,"L4","GB-1809-9","Cove",340,361,314,59.28,184,178,168,314,168
"7827","GB",1740,"1",205,NA,0.090333333,"LUPARC",NA,0,0,NA,NA,NA,NA,24,0,0,0,0,0,0,0,"2018",0,0,"L4","GB-1740-1","Ridge ",352,366,328,68.64,187,183,177,328,177
"7828","GB",1740,"1",205,NA,0.090333333,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,0,0,0,0,0,"2018",0,0,"L2","GB-1740-1","Ridge ",352,366,328,68.64,187,183,177,328,177
"7829","GB",1740,"1",205,NA,0.090333333,"LUPARC",NA,0,0,NA,NA,NA,NA,20,0,0,0,0,0,0,0,"2018",0,0,"L1","GB-1740-1","Ridge ",352,366,328,68.64,187,183,177,328,177
"7830","GB",1740,"1",205,NA,0.090333333,"LUPARC",NA,0,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,"2018",0,0,"L3","GB-1740-1","Ridge ",352,366,328,68.64,187,183,177,328,177
"7943","GB",1740,"2",205,NA,0.029666667,"LUPARC",NA,0,0,NA,NA,NA,NA,0,10,9,2,0,0,0,0,"2018",1,0.0223809523809524,"L1","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,328,179
"7944","GB",1740,"2",205,NA,0.029666667,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,4,1,0,0,0,0,"2018",0.384615384615385,0.015,"L3","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,328,179
"7945","GB",1740,"2",205,NA,0.029666667,"LUPARC",NA,0,0,NA,NA,NA,NA,7,0,1,1,0,0,0,0,"2018",0.222222222222222,0.0116666666666667,"L2","GB-1740-2","Ridge ",352,366,328,69.94,189,184,179,328,179
"7946","GB",1809,"3",205,NA,0.018,"LUPARC",NA,1,3,0,0,NA,NA,12,0,0,0,0,0,0,0,"2018",0,0,"L3","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,314,172
"7947","GB",1809,"3",205,NA,0.018,"LUPARC",NA,1,3,0,0,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"L4","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,314,172
"7948","GB",1809,"3",205,NA,0.018,"LUPARC",NA,1,3,0,0,NA,NA,14,0,2,0,0,0,0,0,"2018",0.125,0.00375,"L2","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,314,172
"7949","GB",1809,"3",205,NA,0.018,"LUPARC",NA,1,3,0,0,NA,NA,19,0,2,0,0,0,0,0,"2018",0.0952380952380952,0.00285714285714286,"L1","GB-1809-3","Ridge ",340,361,314,48.1,182,180,172,314,172
"7961","GB",2020,"9",206,NA,0.040666667,"LUPARC",NA,0,0,0,0,NA,NA,3,0,4,4,4,1,0,0,"2018",0.8125,0.0934375,"L3","GB-2020-9","Cove",314,331,290,96.72,200,193,184,290,184
"7962","GB",2020,"9",206,NA,0.040666667,"LUPARC",NA,0,0,0,0,NA,NA,0,0,2,1,3,3,2,2,"2018",1,0.368076923076923,"L4","GB-2020-9","Cove",314,331,290,96.72,200,193,184,290,184
"7963","GB",2020,"9",206,NA,0.040666667,"LUPARC",NA,0,0,0,0,NA,NA,1,0,1,3,4,0,3,3,"2018",0.933333333333333,0.363666666666667,"L1","GB-2020-9","Cove",314,331,290,96.72,200,193,184,290,184
"7964","GB",2020,"9",206,NA,0.040666667,"LUPARC",NA,0,0,0,0,NA,NA,4,4,4,5,2,1,3,2,"2018",0.84,0.1946,"L2","GB-2020-9","Cove",314,331,290,96.72,200,193,184,290,184
"7965","GB",1940,"9",206,NA,0.028666667,"LUPARC",NA,0,0,0,0,NA,NA,6,0,3,1,1,0,0,0,"2018",0.454545454545455,0.0309090909090909,"L4","GB-1940-9","Cove",337,346,313,56.94,182,180,168,313,168
"7966","GB",1940,"9",206,NA,0.028666667,"LUPARC",NA,0,0,0,0,NA,NA,3,0,1,1,1,0,0,0,"2018",0.5,0.0466666666666667,"L1","GB-1940-9","Cove",337,346,313,56.94,182,180,168,313,168
"7967","GB",1940,"9",206,NA,0.028666667,"LUPARC",NA,0,0,0,0,NA,NA,1,2,3,1,1,0,0,0,"2018",0.875,0.04375,"L3","GB-1940-9","Cove",337,346,313,56.94,182,180,168,313,168
"7968","GB",1940,"9",206,NA,0.028666667,"LUPARC",NA,0,0,0,0,NA,NA,2,2,4,1,0,0,0,0,"2018",0.777777777777778,0.0227777777777778,"L2","GB-1940-9","Cove",337,346,313,56.94,182,180,168,313,168
"8009","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,0,0,4,2,9,0,0,0,"2018",1,0.123,"L4","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8010","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,1,0,4,7,1,1,1,1,"2018",0.9375,0.1684375,"L6","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8011","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,0,0,1,2,4,3,0,0,"2018",1,0.2005,"L2","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8012","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,1,0,3,2,1,0,0,0,"2018",0.857142857142857,0.0592857142857143,"L1","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8013","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,1,0,3,4,1,3,1,0,"2018",0.923076923076923,0.178076923076923,"L5","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8014","GB",2020,"6",206,NA,0.029,"LUPARC",NA,1,0,0,0,NA,NA,2,0,2,5,2,0,0,0,"2018",0.818181818181818,0.0713636363636364,"L3","GB-2020-6","Slope",314,331,290,88.14,201,190,177,290,177
"8024","GB",1940,"4",206,NA,0.226333333,"LUPARC",NA,0,0,NA,NA,NA,NA,3,1,5,2,2,1,1,1,"2018",0.8125,0.158125,"W59","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
"8025","GB",1940,"4",206,NA,0.226333333,"LUPARC",NA,0,0,NA,NA,NA,NA,8,0,0,2,3,0,2,0,"2018",0.466666666666667,0.128333333333333,"W109","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
"8026","GB",1940,"4",206,NA,0.226333333,"LUPARC",NA,0,0,NA,NA,NA,NA,9,0,5,2,1,1,0,0,"2018",0.5,0.0472222222222222,"B55","GB-1940-4","Slope",337,346,313,93.6,176,167,124,313,124
"8027","GB",1940,"2",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,8,0,3,2,2,0,0,0,"2018",0.466666666666667,0.0393333333333333,"L1","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,313,174
"8028","GB",1940,"2",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,0,0,3,2,5,2,1,1,"2018",1,0.240357142857143,"L2","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,313,174
"8029","GB",1940,"2",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,0,0,1,2,2,1,1,0,"2018",1,0.218571428571429,"L3","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,313,174
"8030","GB",1940,"2",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,2,0,1,2,2,0,0,0,"2018",0.714285714285714,0.0757142857142857,"L4","GB-1940-2","Ridge ",337,346,313,89.96,192,187,174,313,174
"8060","GB",2020,"8",206,NA,0.063333333,"LUPARC",NA,2,0,0,0,NA,NA,0,1,4,5,1,7,1,0,"2018",1,0.206578947368421,"L4","GB-2020-8","Cove",314,331,290,99.84,200,193,183,290,183
"8061","GB",2020,"8",206,NA,0.063333333,"LUPARC",NA,2,0,0,0,NA,NA,4,2,3,0,3,1,2,0,"2018",0.733333333333333,0.15,"L1","GB-2020-8","Cove",314,331,290,99.84,200,193,183,290,183
"8062","GB",2020,"8",206,NA,0.063333333,"LUPARC",NA,2,0,0,0,NA,NA,1,3,4,8,1,3,0,0,"2018",0.95,0.10175,"L3","GB-2020-8","Cove",314,331,290,99.84,200,193,183,290,183
"8063","GB",2020,"8",206,NA,0.063333333,"LUPARC",NA,2,0,0,0,NA,NA,1,0,0,6,5,4,3,1,"2018",0.95,0.27875,"L2","GB-2020-8","Cove",314,331,290,99.84,200,193,183,290,183
"8064","GB",2020,"2",206,NA,0.044,"LUPARC",NA,0,0,0,0,NA,NA,5,1,1,3,3,3,0,0,"2018",0.6875,0.119375,"L4","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,290,165
"8065","GB",2020,"2",206,NA,0.044,"LUPARC",NA,0,0,0,0,NA,NA,0,1,6,4,0,1,0,0,"2018",1,0.0716666666666667,"L2","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,290,165
"8066","GB",2020,"2",206,NA,0.044,"LUPARC",NA,0,0,0,0,NA,NA,1,1,6,1,1,2,2,0,"2018",0.928571428571429,0.173928571428571,"L5","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,290,165
"8067","GB",2020,"2",206,NA,0.044,"LUPARC",NA,0,0,0,0,NA,NA,0,1,4,5,2,2,1,0,"2018",1,0.148333333333333,"L3","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,290,165
"8068","GB",2020,"2",206,NA,0.044,"LUPARC",NA,0,0,0,0,NA,NA,1,2,9,1,2,1,0,0,"2018",0.9375,0.0675,"L1","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,290,165
"8089","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,0,0,2,3,2,0,6,2,"2018",1,0.409,"L3","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8090","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,5,0,0,1,3,2,2,1,"2018",0.642857142857143,0.248214285714286,"L2","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8091","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,1,2,3,1,4,0,0,0,"2018",0.909090909090909,0.0795454545454545,"L6","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8092","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,0,0,2,1,1,3,2,0,"2018",1,0.298333333333333,"L4","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8093","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,1,1,4,0,2,2,2,0,"2018",0.916666666666667,0.20625,"L1","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8094","GB",2020,"7",206,NA,0.025,"LUPARC",NA,0,0,0,0,NA,NA,0,0,6,5,4,2,1,1,"2018",1,0.184473684210526,"L5","GB-2020-7","Cove",314,331,290,99.84,200,189,178,290,178
"8095","GB",1940,"5",206,NA,0.020666667,"LUPARC",NA,0,0,0,0,NA,NA,4,0,1,2,0,0,0,0,"2018",0.428571428571429,0.0257142857142857,"L2","GB-1940-5","Slope",337,346,313,85.02,180,178,170,313,170
"8096","GB",1940,"5",206,NA,0.020666667,"LUPARC",NA,0,0,0,0,NA,NA,1,0,1,0,2,2,1,0,"2018",0.857142857142857,0.250714285714286,"L1","GB-1940-5","Slope",337,346,313,85.02,180,178,170,313,170
"8109","GB",2020,"4",206,NA,0.016,"LUPARC",NA,2,0,0,0,NA,NA,3,1,2,0,1,2,1,1,"2018",0.727272727272727,0.226363636363636,"L1","GB-2020-4","Slope",314,331,290,96.98,203,190,176,290,176
"8110","GB",2020,"4",206,NA,0.016,"LUPARC",NA,2,0,0,0,NA,NA,2,0,3,1,2,1,1,0,"2018",0.8,0.1515,"L4","GB-2020-4","Slope",314,331,290,96.98,203,190,176,290,176
"8111","GB",2020,"4",206,NA,0.016,"LUPARC",NA,2,0,0,0,NA,NA,0,4,3,0,2,0,0,0,"2018",1,0.0511111111111111,"L3","GB-2020-4","Slope",314,331,290,96.98,203,190,176,290,176
"8112","GB",2020,"4",206,NA,0.016,"LUPARC",NA,2,0,0,0,NA,NA,0,4,2,0,4,0,0,0,"2018",1,0.078,"L5","GB-2020-4","Slope",314,331,290,96.98,203,190,176,290,176
"8113","GB",2020,"4",206,NA,0.016,"LUPARC",NA,2,0,0,0,NA,NA,3,0,4,3,3,0,1,0,"2018",0.785714285714286,0.106785714285714,"L2","GB-2020-4","Slope",314,331,290,96.98,203,190,176,290,176
"8114","GB",1940,"8",206,NA,0.015333333,"LUPARC",NA,0,0,0,0,NA,NA,2,1,1,1,1,3,0,0,"2018",0.777777777777778,0.156666666666667,"L1","GB-1940-8","Cove",337,346,313,79.3,182,180,171,313,171
"8115","GB",1940,"8",206,NA,0.015333333,"LUPARC",NA,0,0,0,0,NA,NA,0,1,5,5,7,2,0,0,"2018",1,0.12525,"L2","GB-1940-8","Cove",337,346,313,79.3,182,180,171,313,171
"8116","GB",2020,"5",206,NA,0.041666667,"LUPARC",NA,0,0,0,0,NA,NA,0,1,0,0,3,2,1,0,"2018",1,0.272142857142857,"L3","GB-2020-5","Slope",314,331,290,95.16,202,190,176,290,176
"8117","GB",2020,"5",206,NA,0.041666667,"LUPARC",NA,0,0,0,0,NA,NA,1,0,2,2,7,2,0,0,"2018",0.928571428571429,0.156071428571429,"L1","GB-2020-5","Slope",314,331,290,95.16,202,190,176,290,176
"8118","GB",2020,"5",206,NA,0.041666667,"LUPARC",NA,0,0,0,0,NA,NA,1,0,3,6,5,1,1,0,"2018",0.941176470588235,0.142058823529412,"L5","GB-2020-5","Slope",314,331,290,95.16,202,190,176,290,176
"8119","GB",2020,"5",206,NA,0.041666667,"LUPARC",NA,0,0,0,0,NA,NA,2,0,0,2,1,1,0,1,"2018",0.714285714285714,0.225,"L2","GB-2020-5","Slope",314,331,290,95.16,202,190,176,290,176
"8120","GB",2020,"5",206,NA,0.041666667,"LUPARC",NA,0,0,0,0,NA,NA,3,0,1,0,1,2,1,0,"2018",0.625,0.1975,"L4","GB-2020-5","Slope",314,331,290,95.16,202,190,176,290,176
"8138","GB",2020,"1",206,NA,0.039,"LUPARC",NA,0,0,0,0,NA,NA,7,2,4,2,1,0,1,0,"2018",0.588235294117647,0.0635294117647059,"L1","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,290,174
"8139","GB",2020,"1",206,NA,0.039,"LUPARC",NA,0,0,0,0,NA,NA,0,0,3,5,4,2,0,1,"2018",1,0.186,"L2","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,290,174
"8140","GB",2020,"1",206,NA,0.039,"LUPARC",NA,0,0,0,0,NA,NA,0,0,2,4,3,3,1,0,"2018",1,0.202692307692308,"L3","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,290,174
"8141","GB",2020,"3",206,NA,0.041333333,"LUPARC",NA,2,0,0,NA,NA,NA,0,1,1,1,0,3,5,0,"2018",1,0.396363636363636,"L3","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,290,164
"8142","GB",2020,"3",206,NA,0.041333333,"LUPARC",NA,2,0,0,NA,NA,NA,4,0,1,0,1,0,1,0,"2018",0.428571428571429,0.118571428571429,"L1","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,290,164
"8143","GB",2020,"3",206,NA,0.041333333,"LUPARC",NA,2,0,0,NA,NA,NA,0,3,5,5,2,0,0,0,"2018",1,0.0593333333333333,"L2","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,290,164
"8144","GB",2020,"3",206,NA,0.041333333,"LUPARC",NA,2,0,0,NA,NA,NA,5,0,3,5,1,2,1,0,"2018",0.705882352941177,0.118529411764706,"Y92","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,290,164
"8157","GB",1940,"3",206,NA,0.013,"LUPARC",NA,0,0,NA,NA,NA,NA,7,2,3,0,0,0,0,0,"2018",0.416666666666667,0.00833333333333333,"L4","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,313,170
"8158","GB",1940,"3",206,NA,0.013,"LUPARC",NA,0,0,NA,NA,NA,NA,0,4,2,2,0,0,0,0,"2018",1,0.02875,"L3","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,313,170
"8159","GB",1940,"3",206,NA,0.013,"LUPARC",NA,0,0,NA,NA,NA,NA,0,2,6,7,10,0,0,0,"2018",1,0.0986,"L2","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,313,170
"8160","GB",1940,"3",206,NA,0.013,"LUPARC",NA,0,0,NA,NA,NA,NA,0,1,5,4,0,1,1,0,"2018",1,0.12125,"L1","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,313,170
"8179","PA",1680,"7",212,NA,0.324333333,"LUPARC",NA,2,0,0,0,NA,NA,7,0,4,1,0,0,0,0,"2018",0.416666666666667,0.01625,"L4","PA-1680-7","Cove",194,292,247,98.54,187,196,192,247,192
"8180","PA",1680,"7",212,NA,0.324333333,"LUPARC",NA,2,0,0,0,NA,NA,3,0,1,1,0,0,0,0,"2018",0.4,0.021,"L3","PA-1680-7","Cove",194,292,247,98.54,187,196,192,247,192
"8181","PA",1680,"7",212,NA,0.324333333,"LUPARC",NA,2,0,0,0,NA,NA,4,1,17,1,0,0,0,0,"2018",0.826086956521739,0.0256521739130435,"L1","PA-1680-7","Cove",194,292,247,98.54,187,196,192,247,192
"8182","PA",1680,"7",212,NA,0.324333333,"LUPARC",NA,2,0,0,0,NA,NA,11,2,3,1,0,0,0,0,"2018",0.352941176470588,0.0102941176470588,"L5","PA-1680-7","Cove",194,292,247,98.54,187,196,192,247,192
"8183","PA",1680,"7",212,NA,0.324333333,"LUPARC",NA,2,0,0,0,NA,NA,4,1,1,0,0,0,0,0,"2018",0.333333333333333,0.00583333333333333,"L2","PA-1680-7","Cove",194,292,247,98.54,187,196,192,247,192
"8184","PA",1570,"3",212,NA,0.042,"LUPARC",NA,0,1,0,0,NA,NA,9,0,0,0,0,0,0,0,"2018",0,0,"L1","PA-1570-3","Ridge",221,340,281,43.94,173,187,183,281,183
"8185","PA",1680,"4",212,NA,0.052666667,"LUPARC",NA,0,0,0,0,NA,NA,4,0,5,3,0,0,0,0,"2018",0.666666666666667,0.03125,"L5","PA-1680-4","Slope",194,292,247,78.52,174,173,179,247,179
"8186","PA",1680,"4",212,NA,0.052666667,"LUPARC",NA,0,0,0,0,NA,NA,5,0,3,0,0,0,0,0,"2018",0.375,0.01125,"L6","PA-1680-4","Slope",194,292,247,78.52,174,173,179,247,179
